h3_07,muutos,vuosi,geometry
871126d2cffffff,-116,16100,"POLYGON ((24.898415553329826 60.24921547404346, 24.917237714398652 60.24440270712523, 24.934464358939298 60.25149221193602, 24.932869484562847 60.26339758140738, 24.914036039105333 60.268210917727515, 24.89680875603744 60.26111831463032, 24.898415553329826 60.24921547404346))"
871126d2dffffff,484,32200,"POLYGON ((24.914036039105333 60.268210917727515, 24.932869484562847 60.26339758140738, 24.9501117412971 60.27048696955196, 24.948521202491964 60.282392792604185, 24.92967646197091 60.287206700787955, 24.912433558946525 60.28011421351008, 24.914036039105333 60.268210917727515))"
871126d2effffff,2442,32200,"POLYGON ((24.918836911772072 60.2324977943436, 24.937650839431566 60.227679858526784, 24.9548768368846 60.23476626429447, 24.953289557381574 60.24667370437779, 24.934464358939298 60.25149221193602, 24.917237714398652 60.24440270712523, 24.918836911772072 60.2324977943436))"
871126d30ffffff,5490,32200,"POLYGON ((24.892458523165384 60.1587948443561, 24.91123051181076 60.15397344950579, 24.928409202475958 60.16105707716433, 24.92681654054972 60.17296519641374, 24.908033326520755 60.17778715800317, 24.890854003398196 60.17070043306485, 24.892458523165384 60.1587948443561))"
871126d31ffffff,7114,32200,"POLYGON ((24.908033326520755 60.17778715800317, 24.92681654054972 60.17296519641374, 24.944010758516757 60.18004872239447, 24.94242240620789 60.19195730754162, 24.923627956201436 60.19677983831024, 24.906433098081475 60.18969321421158, 24.908033326520755 60.17778715800317))"
871126d32ffffff,14684,24150,"POLYGON ((24.91282747088525 60.14206579925823, 24.931591271373055 60.13723924716735, 24.948769321085983 60.14431977678549, 24.94718421485144 60.15622995599545, 24.928409202475958 60.16105707716433, 24.91123051181076 60.15397344950579, 24.91282747088525 60.14206579925823))"
871126d33ffffff,9288,32200,"POLYGON ((24.928409202475958 60.16105707716433, 24.94718421485144 60.15622995599545, 24.964377784162668 60.163310383100104, 24.962796993345798 60.175221029708474, 24.944010758516757 60.18004872239447, 24.92681654054972 60.17296519641374, 24.928409202475958 60.16105707716433))"
871126d34ffffff,3022,24150,"POLYGON ((24.856525761155346 60.15652369744344, 24.87529471198549 60.15170802411585, 24.892458523165384 60.1587948443561, 24.890854003398196 60.17070043306485, 24.872073824289526 60.175516668356465, 24.85490939682816 60.1684267524381, 24.856525761155346 60.15652369744344))"
871126d35ffffff,731,26155,"POLYGON ((24.872073824289526 60.175516668356465, 24.890854003398196 60.17070043306485, 24.908033326520755 60.17778715800317, 24.906433098081475 60.18969321421158, 24.887641680080527 60.194510013901684, 24.87046173301633 60.18742019244589, 24.872073824289526 60.175516668356465))"
871126d36ffffff,13122,24150,"POLYGON ((24.876903510647143 60.1398029060056, 24.895664284494664 60.134982075460854, 24.91282747088525 60.14206579925823, 24.91123051181076 60.15397344950579, 24.892458523165384 60.1587948443561, 24.87529471198549 60.15170802411585, 24.876903510647143 60.1398029060056))"
871126d40ffffff,2472,32200,"POLYGON ((25.069541168391723 60.331994066897515, 25.08841756419024 60.327161713479256, 25.10575185204588 60.334240967061525, 25.10421046696541 60.346155679957846, 25.085322753257856 60.35098862714096, 25.06798774616279 60.343906267105716, 25.069541168391723 60.331994066897515))"
871126d41ffffff,1192,32200,"POLYGON ((25.085322753257856 60.35098862714096, 25.10421046696541 60.346155679957846, 25.121560506811733 60.353234775093085, 25.120023563799936 60.365149924153535, 25.101124521537344 60.36998346760654, 25.083773754467977 60.362901265170215, 25.085322753257856 60.35098862714096))"
871126d42ffffff,4,32200,"POLYGON ((25.08996337851264 60.31524743988449, 25.10883145237027 60.31040990821959, 25.126165012434793 60.31748605461499, 25.12463123004698 60.32940283930472, 25.10575185204588 60.334240967061525, 25.08841756419024 60.327161713479256, 25.08996337851264 60.31524743988449))"
871126d43ffffff,1766,32200,"POLYGON ((25.10575185204588 60.334240967061525, 25.12463123004698 60.32940283930472, 25.141980534110814 60.33647882640754, 25.14045119957369 60.3483960487404, 25.121560506811733 60.353234775093085, 25.10421046696541 60.346155679957846, 25.10575185204588 60.334240967061525))"
871126d44ffffff,1275,26170,"POLYGON ((25.03334849864408 60.32973813879615, 25.052221897805968 60.3249115548992, 25.069541168391723 60.331994066897515, 25.06798774616279 60.343906267105716, 25.049103025979754 60.34873343993923, 25.031783052674943 60.341647823072854, 25.03334849864408 60.32973813879615))"
871126d45ffffff,1464,32200,"POLYGON ((25.049103025979754 60.34873343993923, 25.06798774616279 60.343906267105716, 25.085322753257856 60.35098862714096, 25.083773754467977 60.362901265170215, 25.064877702597055 60.36772902943972, 25.04754198483556 60.36064356368703, 25.049103025979754 60.34873343993923))"
871126d46ffffff,1840,32200,"POLYGON ((25.05377973068355 60.31299979564411, 25.072644819211163 60.3081680334923, 25.08996337851264 60.31524743988449, 25.08841756419024 60.327161713479256, 25.069541168391723 60.331994066897515, 25.052221897805968 60.3249115548992, 25.05377973068355 60.31299979564411))"
871126d4effffff,960,16100,"POLYGON ((25.121560506811733 60.353234775093085, 25.14045119957369 60.3483960487404, 25.15781627108895 60.355471870902626, 25.156291397265665 60.36738952773571, 25.137389379117533 60.37222885519493, 25.120023563799936 60.365149924153535, 25.121560506811733 60.353234775093085))"
871126d50ffffff,534,32200,"POLYGON ((25.0945944699534 60.27950136427562, 25.113442944512098 60.27465925262553, 25.130760055634063 60.28173244559789, 25.12922942415058 60.29365085674175, 25.11036966978189 60.29849356431269, 25.093051830308692 60.29141726426308, 25.0945944699534 60.27950136427562))"
871126d51ffffff,558,24150,"POLYGON ((25.11036966978189 60.29849356431269, 25.12922942415058 60.29365085674175, 25.146562247893304 60.30072389521809, 25.145036057194588 60.312642748626814, 25.126165012434793 60.31748605461499, 25.10883145237027 60.31040990821959, 25.11036966978189 60.29849356431269))"
871126d52ffffff,16,32200,"POLYGON ((25.114978003989584 60.26274128688542, 25.133818175230022 60.257894003996704, 25.15113454949903 60.26496408915882, 25.14961149297389 60.27688456446376, 25.130760055634063 60.28173244559789, 25.113442944512098 60.27465925262553, 25.114978003989584 60.26274128688542))"
871126d53ffffff,16,32200,"POLYGON ((25.130760055634063 60.28173244559789, 25.14961149297389 60.27688456446376, 25.16694357188556 60.28395449429061, 25.165424961885233 60.29587541334326, 25.146562247893304 60.30072389521809, 25.12922942415058 60.29365085674175, 25.130760055634063 60.28173244559789))"
871126d54ffffff,1958,32200,"POLYGON ((25.058446830315873 60.27726126316683, 25.07729232770751 60.27242491620031, 25.0945944699534 60.27950136427562, 25.093051830308692 60.29141726426308, 25.074195049984887 60.2962542023334, 25.056892195845197 60.28917464875861, 25.058446830315873 60.27726126316683))"
871126d55ffffff,76,32200,"POLYGON ((25.074195049984887 60.2962542023334, 25.093051830308692 60.29141726426308, 25.11036966978189 60.29849356431269, 25.10883145237027 60.31040990821959, 25.08996337851264 60.31524743988449, 25.072644819211163 60.3081680334923, 25.074195049984887 60.2962542023334))"
871126d56ffffff,1098,32200,"POLYGON ((25.078839376830718 60.260509463265734, 25.097676582152715 60.25566794504683, 25.114978003989584 60.26274128688542, 25.113442944512098 60.27465925262553, 25.0945944699534 60.27950136427562, 25.07729232770751 60.27242491620031, 25.078839376830718 60.260509463265734))"
871126d5cffffff,-14,8050,"POLYGON ((25.126165012434793 60.31748605461499, 25.145036057194588 60.312642748626814, 25.162384616937736 60.31971562696765, 25.160862879850622 60.33163491949926, 25.141980534110814 60.33647882640754, 25.12463123004698 60.32940283930472, 25.126165012434793 60.31748605461499))"
871126d5dffffff,1370,16100,"POLYGON ((25.141980534110814 60.33647882640754, 25.160862879850622 60.33163491949926, 25.178227199017716 60.33870763205527, 25.176709928405437 60.350627360564594, 25.15781627108895 60.355471870902626, 25.14045119957369 60.3483960487404, 25.141980534110814 60.33647882640754))"
871126d5effffff,-2,8050,"POLYGON ((25.146562247893304 60.30072389521809, 25.165424961885233 60.29587541334326, 25.182772768790745 60.30294518219416, 25.181258618142117 60.314866541850186, 25.162384616937736 60.31971562696765, 25.145036057194588 60.312642748626814, 25.146562247893304 60.30072389521809))"
871126d62ffffff,1454,16100,"POLYGON ((24.99717385822584 60.32747319563795, 25.01604424634692 60.322652376440914, 25.03334849864408 60.32973813879615, 25.031783052674943 60.341647823072854, 25.012901340456583 60.346469226381, 24.99559640193803 60.339380360748194, 24.99717385822584 60.32747319563795))"
871126d63ffffff,112,8050,"POLYGON ((25.012901340456583 60.346469226381, 25.031783052674943 60.341647823072854, 25.049103025979754 60.34873343993923, 25.04754198483556 60.36064356368703, 25.028648937832504 60.36546555360009, 25.01132827039518 60.358376832605515, 25.012901340456583 60.346469226381))"
871126d6effffff,60,8050,"POLYGON ((25.028648937832504 60.36546555360009, 25.04754198483556 60.36064356368703, 25.064877702597055 60.36772902943972, 25.063321079068082 60.37963958952888, 25.044416686585002 60.384462168547266, 25.027080266751373 60.37737359781446, 25.028648937832504 60.36546555360009))"
871126d70ffffff,3230,32200,"POLYGON ((25.001899747085385 60.29174843657529, 25.02075053617304 60.2869230230797, 25.038038403958303 60.294005822135766, 25.036476173186344 60.30591713730877, 25.017614084386924 60.31074313476197, 25.000325529692386 60.30365723253292, 25.001899747085385 60.29174843657529))"
871126d71ffffff,8520,32200,"POLYGON ((25.017614084386924 60.31074313476197, 25.036476173186344 60.30591713730877, 25.05377973068355 60.31299979564411, 25.052221897805968 60.3249115548992, 25.03334849864408 60.32973813879615, 25.01604424634692 60.322652376440914, 25.017614084386924 60.31074313476197))"
871126d72ffffff,6824,32200,"POLYGON ((25.02231715212108 60.27501215511457, 25.04115965798951 60.27018156802697, 25.058446830315873 60.27726126316683, 25.056892195845197 60.28917464875861, 25.038038403958303 60.294005822135766, 25.02075053617304 60.2869230230797, 25.02231715212108 60.27501215511457))"
871126d73ffffff,4838,32200,"POLYGON ((25.038038403958303 60.294005822135766, 25.056892195845197 60.28917464875861, 25.074195049984887 60.2962542023334, 25.072644819211163 60.3081680334923, 25.05377973068355 60.31299979564411, 25.036476173186344 60.30591713730877, 25.038038403958303 60.294005822135766))"
871126d74ffffff,410,24150,"POLYGON ((24.96577909467685 60.28948205850754, 24.984626866632635 60.2846624000778, 25.001899747085385 60.29174843657529, 25.000325529692386 60.30365723253292, 24.981466454989523 60.30847747010603, 24.964192904053053 60.30138833202858, 24.96577909467685 60.28948205850754))"
871126d75ffffff,4,24150,"POLYGON ((24.981466454989523 60.30847747010603, 25.000325529692386 60.30365723253292, 25.017614084386924 60.31074313476197, 25.01604424634692 60.322652376440914, 24.99717385822584 60.32747319563795, 24.979884625192877 60.32038419098079, 24.981466454989523 60.30847747010603))"
871126d76ffffff,2840,32200,"POLYGON ((24.98620545069655 60.272754052961965, 25.005044950715043 60.267929220944474, 25.02231715212108 60.27501215511457, 25.02075053617304 60.2869230230797, 25.001899747085385 60.29174843657529, 24.984626866632635 60.2846624000778, 24.98620545069655 60.272754052961965))"
871126da3ffffff,-34,8050,"POLYGON ((25.045688383363206 60.096284900273915, 25.064433577559903 60.09143143291051, 25.081639280647764 60.09849624211158, 25.08010049171919 60.110417621597676, 25.061344132061976 60.11527167458241, 25.044137730346225 60.1082037619156, 25.045688383363206 60.096284900273915))"
871126da8ffffff,-1,2005,"POLYGON ((25.07701976629584 60.13425880223071, 25.09578730185575 60.12940416117741, 25.11302408157197 60.13646872925066, 25.111494043537316 60.14839104294788, 25.092715321624738 60.15324627452336, 25.07547782765864 60.1461786013317, 25.07701976629584 60.13425880223071))"
871126da9ffffff,154,18105,"POLYGON ((25.092715321624738 60.15324627452336, 25.111494043537316 60.14839104294788, 25.128746396097533 60.155455482084726, 25.127220752410228 60.16737825819422, 25.108430833687315 60.17223408275223, 25.09117775902456 60.16516653766879, 25.092715321624738 60.15324627452336))"
871126dadffffff,-70,24150,"POLYGON ((25.05670206169669 60.15102808745666, 25.07547782765864 60.1461786013317, 25.092715321624738 60.15324627452336, 25.09117775902456 60.16516653766879, 25.072390793166463 60.170016611989745, 25.055152593372377 60.16294583442181, 25.05670206169669 60.15102808745666))"
